Ticker,Catatan,CIK,Basis,Periode_Lapkeu,Tanggal_Lapor,Form,Pendapatan,Pendapatan_Lalu,LabaKotor,EBIT,EBITDA,Laba,Laba_Lalu,BebanBunga,OCF,OCF_Lalu,Capex,Dividen,Buyback,Penerbitan,Aset,Aset_Awal,AsetLancar,LiabLancar,Ekuitas,Ekuitas_Awal,Kas,Goodwill,Intangible,LabaDitahan,Liabilitas,KasPlus,Utang,Tag_Utang,Saham,Tag_Saham,Tanggal_Saham,Dilusi_YoY,Tag_Pendapatan,Tag_Laba,Tag_OCF,ROA,ROE,Rev_YoY,Laba_YoY,Rev_CAGR3,EPS_CAGR3,Tag_Penyusutan,Tag_EBIT,OCF_Laba,OCF_Laba_Lalu,Akrual,ROA_Variabilitas5T,Goodwill_Ekuitas,GrossMargin,GM_Stabilitas5T,NetDebt_EBITDA,ROIC,F_Score,F_Rincian,Nama_SEC,CIK_Pendahulu,GoingConcern,Restatement
A,,1090872.0,TTM-4Q,2026-07-31,2026-09-01,10-Q,7372000000.0,6788000000.0,3968000000.0,1639000000.0,1910000000.0,1440000000.0,1220000000.0,106000000.0,1609000000.0,1495000000.0,342000000.0,286000000.0,380000000.0,0.0,13967000000.0,12226000000.0,4693000000.0,2289000000.0,7363000000.0,6370000000.0,1758000000.0,5030000000.0,906000000.0,1912000000.0,6604000000.0,1758000000.0,3949000000.0,LongTermDebt+ShortTermBorrowings,281928854.0,dei:EntityCommonStockSharesOutstanding,2026-08-26,-0.7017543859649145,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.10995304088878707,0.20971382800553412,0.0860341779611078,0.180327868852459,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,1.117361111111111,1.2254098360655739,-0.012904211048753484,0.4659919534705083,0.6831454570148038,0.5382528486163863,1.4018675423558267,1.1471204188481676,0.4161058727246635,6.0,ROA+ OCF+ dROA+ AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN+ ATO-,"AGILENT TECHNOLOGIES, INC.",,,
AA,,1675149.0,TTM-4Q,2026-06-30,2026-07-30,10-Q,13603000000.0,12777000000.0,,1336000000.0,1993000000.0,1277000000.0,1004000000.0,120000000.0,1051000000.0,1121000000.0,699000000.0,105000000.0,0.0,0.0,16853000000.0,14990000000.0,5885000000.0,3834000000.0,7370000000.0,6135000000.0,1352000000.0,0.0,0.0,508000000.0,9416000000.0,1352000000.0,2225000000.0,LongTermDebtAndCapitalLeaseObligations+LongTermDebtCurrent+ShortTermBorrowings,263909445.0,dei:EntityCommonStockSharesOutstanding,2026-07-27,2.3076923076922995,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.08020601074019408,0.18911514253980008,0.06464741332081081,0.27191235059760954,,,DepreciationDepletionAndAmortization,LabaSebelumPajak+BebanBunga,0.8230227094753328,1.1165338645418326,0.014194642464591904,4.044337664642078,0.0,,,0.43803311590566985,0.14532006308805134,5.0,ROA+ OCF+ dROA+ AKRUAL- LEVERAGE+ CR- SAHAM- MARGIN? ATO+,Alcoa Corp,,,
AAL,,6201.0,TTM-4Q,2026-06-30,2026-07-23,10-Q,58337000000.0,54250000000.0,,1008000000.0,2907000000.0,-326000000.0,567000000.0,1660000000.0,4374000000.0,4094000000.0,4089000000.0,0.0,0.0,0.0,64233000000.0,63667000000.0,14276000000.0,26756000000.0,-3972000000.0,-3870000000.0,1146000000.0,4091000000.0,2069000000.0,-7043000000.0,68205000000.0,7888000000.0,25254000000.0,LongTermDebt+ShortTermBorrowings,661969951.0,dei:EntityCommonStockSharesOutstanding,2027-07-17,0.34011390635813044,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,-0.00509773260359656,,0.07533640552995391,-1.5749559082892417,,,DepreciationAndAmortization,OperatingIncomeLoss,,7.220458553791887,-0.07349491790461297,1.6239718555662301,,,,5.973856209150327,0.037814659163758105,3.0,ROA- OCF+ dROA- AKRUAL+ LEVERAGE- CR- SAHAM- MARGIN- ATO+,American Airlines Group Inc.,,,
AAMI,,1748824.0,TTM-4Q,2026-06-30,2026-08-06,10-Q,668500000.0,538200000.0,,158300000.0,,101400000.0,89600000.0,18600000.0,-34100000.0,63300000.0,,0.0,0.0,0.0,856900000.0,672300000.0,,,,,85800000.0,0.0,0.0,,723700000.0,85800000.0,200000000.0,komponen:jadwal jatuh tempo 2025-12-31,35490128.0,dei:EntityCommonStockSharesOutstanding,2026-08-04,-0.5726410674278037,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.1326183625425059,,0.24210330732069862,0.1316964285714286,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,,,,26.456199589392806,,,,,,,,Acadian Asset Management Inc.,,,
AAON,,824142.0,TTM-4Q,2026-06-30,2026-08-10,10-Q,1932367000.0,1258591000.0,494087000.0,213498000.0,298526000.0,159288000.0,122094000.0,,86542000.0,33580000.0,,32704000.0,0.0,0.0,1863683000.0,1399413000.0,995020000.0,330271000.0,1010416000.0,832746000.0,13000.0,0.0,86001000.0,910397000.0,853267000.0,13000.0,435000000.0,komponen:LineOfCredit,82453639.0,dei:EntityCommonStockSharesOutstanding,2026-08-06,0.9221563669980837,RevenueFromContractWithCustomerIncludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.09762998085254004,0.1728421050347175,0.5353415049050883,0.3046341343554966,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,0.543305208176385,0.27503399020426883,0.0445871037811943,4.357142321794436,0.0,0.2556900423159783,3.5557408486440334,1.4571159630986916,0.15574649216475822,3.0,ROA+ OCF+ dROA- AKRUAL- LEVERAGE- CR- SAHAM- MARGIN- ATO+,"AAON, INC.",,,
AAP,,1158449.0,FY,2026-01-03,2026-02-13,10-K,8601000000.0,9094000000.0,3733000000.0,-43000000.0,229000000.0,44000000.0,-336000000.0,,-46000000.0,85000000.0,252000000.0,60000000.0,0.0,0.0,11826000000.0,10798000000.0,7290000000.0,4176000000.0,2198000000.0,2170000000.0,3123000000.0,600000000.0,400000000.0,4146000000.0,9628000000.0,3123000000.0,3412000000.0,LongTermDebt+ShortTermBorrowings,60400000.0,dei:EntityCommonStockSharesOutstanding,2026-08-17,1.1686143572620988,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.0038896746817538895,0.020146520146520148,-0.05421156806685723,,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,-1.0454545454545454,,0.007956152758132957,2.8146882496063674,0.272975432211101,0.4340193000813859,3.0092817378419445,1.262008733624454,-0.007100010450412792,5.0,ROA+ OCF- dROA+ AKRUAL- LEVERAGE- CR+ SAHAM- MARGIN+ ATO+,"ADVANCE AUTO PARTS, INC.",,,
AAPL,,320193.0,TTM-4Q,2026-06-27,2026-07-31,10-Q,466823000000.0,408625000000.0,227123000000.0,154859000000.0,167959000000.0,128930000000.0,99280000000.0,,146724000000.0,108565000000.0,10041000000.0,15640000000.0,82226000000.0,0.0,383266000000.0,331495000000.0,149818000000.0,149326000000.0,107520000000.0,65830000000.0,39544000000.0,0.0,25417000000.0,11326000000.0,275746000000.0,62399000000.0,84297000000.0,LongTermDebt+ShortTermBorrowings,14594180000.0,dei:EntityCommonStockSharesOutstanding,2026-07-17,-1.562083247732049,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.3607639476692209,1.4875108162676667,0.14242398286937896,0.2986502820306205,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,1.138012875203599,1.09352336825141,-0.04979006968762985,1.56842162380657,0.0,0.4865291555900202,1.8786007276491064,0.13037705630540786,0.7127148043622084,9.0,ROA+ OCF+ dROA+ AKRUAL+ LEVERAGE+ CR+ SAHAM+ MARGIN+ ATO+,Apple Inc.,,,
AAT,,1500217.0,TTM-4Q,2026-03-31,2026-05-01,10-Q,438189000.0,455767000.0,266233000.0,99792000.0,228921000.0,24002000.0,102303000.0,,168839000.0,189197000.0,76244000.0,105341000.0,0.0,0.0,2900567000.0,2967788000.0,,,1136575000.0,1198380000.0,118340000.0,0.0,0.0,-346589000.0,1827850000.0,118340000.0,75000000.0,komponen:NotesPayable,61390936.0,dei:EntityCommonStockSharesOutstanding,2026-05-01,0.20904774664403103,Revenues,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,0.008180145884153224,0.020558854453297814,-0.038567952484493184,-0.7653832243433721,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,7.034372135655362,1.849378806095618,-0.04936204438893012,0.4003343520605574,0.0,0.6075757264559357,1.4192500594870814,-0.1893229542069098,0.06638578875548035,3.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR? SAHAM- MARGIN- ATO-,"AMERICAN ASSETS TRUST, INC.",,,
ABBV,,1551152.0,TTM-4Q,2026-06-30,2026-08-03,10-Q,64386000000.0,58328000000.0,46021000000.0,16870000000.0,24779000000.0,6310000000.0,3763000000.0,2916000000.0,19507000000.0,19283000000.0,1297000000.0,11978000000.0,1505000000.0,0.0,135115000000.0,137182000000.0,33669000000.0,41642000000.0,-5935000000.0,-183000000.0,6569000000.0,35519000000.0,49139000000.0,-17333000000.0,141003000000.0,6569000000.0,70822000000.0,LongTermDebtAndCapitalLeaseObligations+LongTermDebtCurrent+ShortTermBorrowings,1767117285.0,dei:EntityCommonStockSharesOutstanding,2026-07-27,0.0,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.04634645258669761,,0.10386092442737627,0.6768535742758437,,,Depreciation+AmortizationOfIntangibleAssets,OperatingIncomeLoss,3.0914421553090334,5.124368854637257,-0.09693092468885078,2.3346879167158847,,0.714767185412978,,2.593042495661649,0.1810897650535076,8.0,ROA+ OCF+ dROA+ AKRUAL+ LEVERAGE- CR+ SAHAM+ MARGIN+ ATO+,AbbVie Inc.,,,
ABCB,,351569.0,TTM-4Q,2026-06-30,2026-08-07,10-Q,,,,484910000.0,509273000.0,376323000.0,391357000.0,,548528000.0,410899000.0,26552000.0,54817000.0,152511000.0,0.0,28488843000.0,26680153000.0,,,4090577000.0,3917678000.0,1197113000.0,1015646000.0,0.0,2345292000.0,24398266000.0,1197113000.0,,utang tidak terbaca (bunga material),67107239.0,dei:EntityCommonStockSharesOutstanding,2026-08-03,-2.466163396472476,,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.013642553872105992,0.0939837704968186,,-0.03841505326338868,,,DepreciationAmortizationAndAccretionNet,LabaSebelumPajak+BebanBunga,,,,0.2071751036535868,0.24828917778592116,,,,,,,AMERIS BANCORP,,,
ABG,,1144980.0,TTM-4Q,2026-06-30,2026-07-31,10-Q,17975000000.0,17262800000.0,3075600000.0,782300000.0,872200000.0,509500000.0,540000000.0,,811400000.0,964900000.0,,0.0,290400000.0,0.0,11411500000.0,10131600000.0,3082400000.0,3387700000.0,3923200000.0,3777000000.0,30400000.0,2269700000.0,0.0,3657300000.0,7488300000.0,35700000.0,3457700000.0,LongTermDebtAndCapitalLeaseObligations+LongTermDebtCurrent+ShortTermBorrowings,17951917.0,dei:EntityCommonStockSharesOutstanding,2026-07-29,-7.106598984771573,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.047300527779196126,0.13233422508506273,0.04125634311930848,-0.056481481481481466,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,1.5925417075564279,1.786851851851852,-0.02802753549860512,3.091390703243073,0.5785328303425775,0.17110431154381084,1.191236162444467,3.923412061453795,0.08196090276219092,6.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN+ ATO+,"ASBURY AUTOMOTIVE GROUP, INC.",,,
ABM,,771497.0,TTM-4Q,2026-07-31,2026-09-08,10-Q,9146000000.0,8628000000.0,1093400000.0,321500000.0,434700000.0,166400000.0,115900000.0,105900000.0,408400000.0,131400000.0,96100000.0,67400000.0,168400000.0,0.0,5601000000.0,5270500000.0,1992400000.0,1401800000.0,1790200000.0,1830900000.0,110500000.0,2741200000.0,0.0,1446800000.0,3810800000.0,110500000.0,1732200000.0,LongTermDebt+ShortTermBorrowings,58614592.0,dei:EntityCommonStockSharesOutstanding,2026-09-08,-5.573248407643316,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.030612151037115395,0.09190577448841512,0.060037088548910544,0.43572044866264026,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,2.454326923076923,1.1337359792924935,-0.04452007542657407,1.3084818984586297,1.531225561389789,0.11954952984911436,,3.730618817575339,0.07047737592385378,6.0,ROA+ OCF+ dROA+ AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN- ATO+,ABM INDUSTRIES INCORPORATED,,,
ABNB,,1559720.0,TTM-4Q,2026-06-30,2026-08-06,10-Q,13159000000.0,11580000000.0,10909000000.0,2738000000.0,,2691000000.0,2625000000.0,,4860000000.0,4308000000.0,,0.0,4111000000.0,0.0,28754000000.0,26992000000.0,25479000000.0,18092000000.0,7799000000.0,7782000000.0,6821000000.0,0.0,0.0,-6653000000.0,20955000000.0,12069000000.0,2476000000.0,LongTermDebt+ShortTermBorrowings,597000000.0,WeightedAverageNumberOfDilutedSharesOutstanding,2026-06-30,-4.63258785942492,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.09654504359057152,0.34542070470444775,0.13635578583765118,0.025142857142857133,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,1.806020066889632,1.6411428571428572,-0.0778172424927349,9.198031197089389,0.0,0.8290143627935254,0.8802287335515828,,0.2184989022057928,6.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR+ SAHAM+ MARGIN- ATO+,"Airbnb, Inc.",,,
ABR,,1253986.0,TTM-4Q,2026-06-30,2026-07-31,10-Q,27881000.0,14051000.0,,,,58996000.0,228564000.0,,311756000.0,342226000.0,,266324000.0,53590000.0,39717000.0,14352825000.0,13563039000.0,,,2777935000.0,2974744000.0,287525000.0,0.0,0.0,-267177000.0,11471802000.0,287525000.0,11113779000.0,LongTermDebt+ShortTermBorrowings,186558043.0,dei:EntityCommonStockSharesOutstanding,2026-07-24,-8.706191693839882,OperatingLeaseLeaseIncome,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,0.004226700631583533,0.02051079158075742,0.9842715820938011,-0.7418841112336151,,,DepreciationAndAmortization,OperatingIncomeLoss,,,,0.71235923601724,0.0,,,,,,,"Arbor Realty Trust, Inc.",,,
ABT,,1800.0,TTM-4Q,2026-03-31,2026-04-29,10-Q,45134000000.0,42344000000.0,25393000000.0,7705000000.0,10868000000.0,6276000000.0,13502000000.0,536000000.0,9464000000.0,8950000000.0,2086000000.0,4188000000.0,793000000.0,0.0,110429000000.0,81448000000.0,25508000000.0,18377000000.0,52061000000.0,48811000000.0,6803000000.0,35221000000.0,17875000000.0,49956000000.0,57728000000.0,7295000000.0,34047000000.0,LongTermDebtNoncurrent+LongTermDebtCurrent+ShortTermBorrowings,1741812429.0,dei:EntityCommonStockSharesOutstanding,2026-03-31,-0.008413365231629832,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.06541690770649948,0.1244349274327861,0.06588890988097496,-0.5351799733372833,,,Depreciation+AmortizationOfIntangibleAssets,OperatingIncomeLoss,1.5079668578712555,0.6628647607761813,-0.03322962105932446,3.5781302274512137,0.6765332974779585,0.5626135507599592,,2.4615384615384617,0.07974025541729604,5.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN+ ATO-,ABBOTT LABORATORIES,,,
ACA,,1739445.0,TTM-4Q,2026-06-30,2026-08-05,10-Q,2744900000.0,2501700000.0,632300000.0,322700000.0,547500000.0,491400000.0,92200000.0,99100000.0,341300000.0,443700000.0,206100000.0,9900000.0,0.0,0.0,5301900000.0,5011600000.0,1410900000.0,452300000.0,2983300000.0,2508300000.0,432100000.0,1348200000.0,312500000.0,1308700000.0,2318600000.0,432100000.0,1436700000.0,LongTermDebtAndCapitalLeaseObligations+LongTermDebtCurrent+ShortTermBorrowings,49106809.0,dei:EntityCommonStockSharesOutstanding,2026-07-15,0.40816326530612734,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.09529257768943618,0.17896423628814917,0.09721389455170493,4.329718004338395,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,0.6945461945461946,4.81236442516269,0.02910748048674068,1.9243085404240652,0.4519156638621661,0.2303544755728806,1.36479363309513,1.8348858447488585,0.06516699741541367,6.0,ROA+ OCF+ dROA+ AKRUAL- LEVERAGE+ CR+ SAHAM- MARGIN+ ATO-,"Arcosa, Inc.",,,
ACAD,,1070494.0,TTM-4Q,2026-06-30,2026-08-05,10-Q,1138643000.0,1018886000.0,1037664000.0,86367000.0,98391000.0,380484000.0,222160000.0,,160319000.0,187906000.0,14694000.0,0.0,0.0,46814000.0,1742900000.0,1225555000.0,1224545000.0,361436000.0,1306609000.0,822382000.0,384985000.0,0.0,0.0,-1778249000.0,436291000.0,956474000.0,0.0,tidak ada tag utang,172305518.0,dei:EntityCommonStockSharesOutstanding,2026-07-28,2.4721219343020184,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.2563515364053017,0.3574312902215181,0.11753719258091677,0.7126575441123515,,,Depreciation+AmortizationOfIntangibleAssets,OperatingIncomeLoss,0.421355431503033,0.8458138278718041,0.14833642416678036,24.654531993058285,0.0,0.9113163651820632,1.3880759117651158,-9.721153357522537,0.08113420864625544,5.0,ROA+ OCF+ dROA+ AKRUAL- LEVERAGE+ CR+ SAHAM- MARGIN- ATO-,ACADIA PHARMACEUTICALS INC.,,,
ACGL,,947484.0,TTM-4Q,2026-06-30,2026-08-04,10-Q,19232000000.0,19156000000.0,,,,4692000000.0,3734000000.0,156000000.0,6100000000.0,6173000000.0,45000000.0,0.0,3479000000.0,0.0,85179000000.0,78788000000.0,,,24030000000.0,23041000000.0,1109000000.0,0.0,0.0,29129000000.0,61149000000.0,1109000000.0,0.0,tidak ada tag utang,341229126.0,dei:EntityCommonStockSharesOutstanding,2026-07-30,-8.186364832850746,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.05723102819469771,0.19935841600985746,0.003967425349759912,0.25656132833422607,,,,,,,,1.7193663056730801,0.0,,,,,,,ARCH CAPITAL GROUP LTD.,,,
ACHC,,1520697.0,TTM-4Q,2026-03-31,2026-04-30,10-Q,3371066000.0,3156417000.0,,-1068445000.0,-873802000.0,-1107041000.0,187603000.0,,181952000.0,462455000.0,473740000.0,0.0,0.0,0.0,5546451000.0,6147598000.0,837198000.0,489356000.0,1958277000.0,3041558000.0,158472000.0,1301412000.0,98585000.0,-761736000.0,3378191000.0,158472000.0,2526793000.0,LongTermDebt+ShortTermBorrowings,92211777.0,dei:EntityCommonStockSharesOutstanding,2026-02-25,-1.2809926334774735,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,-0.18933407923979112,-0.442831013423443,0.06800400580785104,-6.900977063266579,,,DepreciationAndAmortization,LabaSebelumPajak+BebanBunga,,2.4650725201622574,-0.2204528132214941,9.216456199169503,0.6645699255008357,,,,-0.1735492364635103,4.0,ROA- OCF+ dROA- AKRUAL+ LEVERAGE- CR+ SAHAM+ MARGIN? ATO-,"Acadia Healthcare Company, Inc.",,,
ACI,,1646972.0,TTM-4Q,2026-02-28,2026-04-27,10-K,83172500000.0,80390900000.0,22606700000.0,727600000.0,2641300000.0,217400000.0,958600000.0,454600000.0,2366700000.0,2680600000.0,1839400000.0,322700000.0,1478200000.0,0.0,26765900000.0,26755700000.0,6715700000.0,7824000000.0,1836200000.0,3385900000.0,198600000.0,1201000000.0,2156100000.0,1378100000.0,24929700000.0,198600000.0,8946600000.0,LongTermDebtAndCapitalLeaseObligations+LongTermDebtCurrent+ShortTermBorrowings,485325683.0,dei:EntityCommonStockSharesOutstanding,2026-07-24,-6.26927029804728,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.008123822905144839,0.08326152314203099,0.03460093119992447,-0.7732109326100564,,,DepreciationAndAmortization,OperatingIncomeLoss,10.886384544618215,2.796369705820989,-0.08031523721263939,1.855686337223268,0.6540681842936499,0.27180498361838346,0.5370400331753435,3.312005451860826,0.05372422063249309,5.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN- ATO+,"Albertsons Companies, Inc.",,,
ACIW,,935036.0,TTM-4Q,2026-06-30,2026-08-06,10-Q,1820131000.0,1700613000.0,893349000.0,338679000.0,436682000.0,225690000.0,251054000.0,52814000.0,329849000.0,308508000.0,18436000.0,0.0,175621000.0,3551000.0,3095270000.0,3138283000.0,1144445000.0,723432000.0,1496744000.0,1393498000.0,167398000.0,1230984000.0,0.0,1894847000.0,1598526000.0,167398000.0,822177000.0,LongTermDebt+ShortTermBorrowings,100955241.0,dei:EntityCommonStockSharesOutstanding,2026-08-03,-3.260611019666426,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.07241135192080664,0.15617377368400293,0.07027936397052126,-0.10103005727851377,,,DepreciationAndAmortization,OperatingIncomeLoss,1.4615135805751251,1.2288511634947064,-0.03341882229925694,1.454462890651423,0.8224412457975445,0.4908157709527501,1.437308767933253,1.499441240994591,0.10817950135816858,7.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE+ CR+ SAHAM+ MARGIN- ATO+,"ACI WORLDWIDE, INC.",,,
ACLS,,1113232.0,TTM-4Q,2026-06-30,2026-08-06,10-Q,866072000.0,896088000.0,372508000.0,89423000.0,107020000.0,92788000.0,158487000.0,5196000.0,75295000.0,138050000.0,9743000.0,0.0,0.0,0.0,1386838000.0,1323486000.0,979771000.0,200101000.0,1065821000.0,1022383000.0,154996000.0,0.0,0.0,536044000.0,321017000.0,402216000.0,0.0,tidak ada tag utang,30881489.0,dei:EntityCommonStockSharesOutstanding,2026-08-03,-2.3461514334107036,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.0684700426960024,0.08886871206069905,-0.033496710144539366,-0.4145387318833721,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,0.8114734663965167,0.8710493605153735,0.012908419805159825,4.606914592140501,0.0,0.43011204611163967,0.6721981263091793,-3.7583255466267986,0.07487122637438776,4.0,ROA+ OCF+ dROA- AKRUAL- LEVERAGE+ CR- SAHAM+ MARGIN- ATO-,AXCELIS TECHNOLOGIES INC,,,
ACM,,868857.0,TTM-4Q,2026-06-30,2026-08-11,10-Q,15393461000.0,16074699000.0,874046000.0,631197000.0,712566000.0,288040000.0,613950000.0,202344000.0,365364000.0,924248000.0,161915000.0,149892000.0,691918000.0,48215000.0,12026900000.0,12252145000.0,6349916000.0,6009650000.0,2193260000.0,2492340000.0,1012932000.0,3767142000.0,0.0,-1602228000.0,9627495000.0,1012932000.0,2714788000.0,LongTermDebtAndCapitalLeaseObligations+DebtCurrent,128696425.0,dei:EntityCommonStockSharesOutstanding,2026-08-07,-3.391995671711323,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.023727457154925163,0.12294690114393034,-0.042379518272783856,-0.5308412737193582,,,DepreciationDepletionAndAmortization,OperatingIncomeLoss,1.2684488265518679,1.5054124928740125,-0.00636960803029938,1.4642218119284336,1.7175993726234007,0.056780343289920314,0.5068920753986953,2.3883485880606146,0.09916362789894732,4.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE- CR- SAHAM+ MARGIN- ATO-,AECOM,,,
ACMR,,1680062.0,TTM-4Q,2026-06-30,2026-08-07,10-Q,1037772000.0,815166000.0,454912000.0,137878000.0,157970000.0,150229000.0,112124000.0,7632000.0,-6602000.0,60889000.0,112136000.0,0.0,0.0,0.0,3399238000.0,2039715000.0,2874778000.0,786264000.0,1860154000.0,986450000.0,969229000.0,0.0,0.0,456719000.0,994115000.0,1074320000.0,340909000.0,LongTermDebt+ShortTermBorrowings,71838908.0,WeightedAverageNumberOfDilutedSharesOutstanding,2026-06-30,6.4834526586701635,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.055241882031339486,0.10554963036657013,0.27308057499944804,0.33984695515679064,,,DepreciationAndAmortization,OperatingIncomeLoss,-0.04394624207043913,0.5430505511754843,0.057669555151515374,1.0519417199326908,0.0,0.43835447477866046,2.4634778648369364,-4.642723301892764,0.05805293432438024,5.0,ROA+ OCF- dROA+ AKRUAL- LEVERAGE+ CR+ SAHAM- MARGIN- ATO+,"ACM Research, Inc.",,,
ACN,,1467373.0,TTM-4Q,2026-05-31,2026-06-18,10-Q,73100595000.0,68482536000.0,23401748000.0,10592234000.0,12007744000.0,7789752000.0,7948771000.0,265819000.0,13182094000.0,10949683000.0,600406000.0,3934570000.0,5667165000.0,1363887000.0,68806561000.0,63362028000.0,28938345000.0,21609107000.0,31890566000.0,30554725000.0,10165245000.0,25322800000.0,0.0,24025992000.0,35792722000.0,10171567000.0,5142265000.0,LongTermDebtAndCapitalLeaseObligations+DebtCurrent,615593409.0,WeightedAverageNumberOfDilutedSharesOutstanding,2026-05-31,-2.357661368052233,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,0.11787599548331412,0.2494904539719416,0.06743411196104065,-0.02000548260856927,,,Depreciation+AmortizationOfIntangibleAssets,OperatingIncomeLoss,1.6922353882382906,1.3775315706038078,-0.08159793549736692,0.8920492725601896,0.7940530124175281,0.32013074585781415,0.2595498511034706,-0.41883820974197983,0.2109732515322443,5.0,ROA+ OCF+ dROA- AKRUAL+ LEVERAGE+ CR- SAHAM+ MARGIN- ATO-,Accenture plc,,,
ACT,,1823529.0,TTM-4Q,2026-06-30,2026-08-06,10-Q,1253538000.0,1223030000.0,,916478000.0,,683268000.0,676993000.0,50215000.0,720829000.0,700508000.0,,124486000.0,419071000.0,0.0,6956141000.0,6773473000.0,,,5395535000.0,5223128000.0,448446000.0,0.0,0.0,3956169000.0,1560606000.0,497569000.0,745232000.0,LongTermDebt+ShortTermBorrowings,137483671.0,dei:EntityCommonStockSharesOutstanding,2026-08-03,-6.9090884965733235,Revenues,NetIncomeLossAvailableToCommonStockholdersBasic,NetCashProvidedByUsedInOperatingActivities,0.09953200432291832,0.128691907823047,0.02494460479301397,0.009268928925409758,,,,LabaSebelumPajak+BebanBunga,,,,0.9243065806236979,0.0,,,,,,,"Enact Holdings, Inc.",,,
