Tanggal,Ticker,Target_Rata
2026-09-20,EXPO,84.0
2026-09-20,EXR,158.8
2026-09-20,EXTR,33.5
2026-09-20,EYE,28.18
2026-09-20,EZPW,40.8
2026-09-20,F,16.12
2026-09-20,FA,26.25
2026-09-20,FAF,87.67
2026-09-20,FANG,234.38
2026-09-20,FAST,48.84
2026-09-20,FBIN,57.0
2026-09-20,FBK,66.34
2026-09-20,FBNC,69.4
2026-09-20,FBP,31.71
2026-09-20,FBRT,11.67
2026-09-20,FCF,24.08
2026-09-20,FCFS,249.25
2026-09-20,FCN,175.5
2026-09-20,FCPT,28.33
2026-09-20,FCX,72.59
2026-09-20,FDS,266.75
2026-09-20,FDX,355.1
2026-09-20,FDXF,164.0
2026-09-20,FE,52.92
2026-09-20,FELE,118.5
2026-09-20,FER,76.64
2026-09-20,FERG,287.48
2026-09-20,FFBC,37.57
2026-09-20,FFIN,36.57
2026-09-20,FFIV,436.1
2026-09-20,FG,27.0
2026-09-20,FHB,30.78
2026-09-20,FHI,61.0
2026-09-20,FHN,28.05
2026-09-20,FIBK,37.5
2026-09-20,FICO,1440.16
2026-09-20,FIS,50.0
2026-09-20,FISV,60.44
2026-09-20,FITB,62.9
2026-09-20,FIVE,310.95
2026-09-20,FIVN,35.25
2026-09-20,FIX,2197.0
2026-09-20,FIZZ,31.0
2026-09-20,FLEX,160.5
2026-09-20,FLG,16.38
2026-09-20,FLO,7.9
2026-09-20,FLR,60.69
2026-09-20,FLS,89.1
2026-09-20,FMC,13.58
2026-09-20,FN,734.11
2026-09-20,FNB,20.94
2026-09-20,FND,58.59
2026-09-20,FNF,61.4
2026-09-20,FORM,138.62
2026-09-20,FOUR,55.45
2026-09-20,FOXA,76.42
2026-09-20,FOXF,21.83
2026-09-20,FR,72.25
2026-09-20,FRPT,84.25
2026-09-20,FRT,133.05
2026-09-20,FSLR,273.0
2026-09-20,FSS,145.62
2026-09-20,FTDR,97.4
2026-09-20,FTI,76.05
2026-09-20,FTNT,164.32
2026-09-20,FTRE,20.55
2026-09-20,FTV,64.31
2026-09-20,FUL,73.29
2026-09-20,FULT,26.5
2026-09-20,FUN,20.69
2026-09-20,G,42.18
2026-09-20,GAP,26.55
2026-09-20,GATX,219.75
2026-09-20,GBCI,56.83
2026-09-20,GBX,45.33
2026-09-20,GD,422.3
2026-09-20,GDDY,105.19
2026-09-20,GE,401.0
2026-09-20,GEF,87.2
2026-09-20,GEHC,82.5
2026-09-20,GEN,33.0
2026-09-20,GEO,37.75
2026-09-20,GEV,1237.34
2026-09-20,GFF,125.57
2026-09-20,GGG,91.29
2026-09-20,GHC,990.0
2026-09-20,GIII,37.33
2026-09-20,GILD,158.15
2026-09-20,GIS,37.67
2026-09-20,GKOS,197.15
2026-09-20,GL,193.91
2026-09-20,GLPI,52.96
2026-09-20,GLW,192.44
2026-09-20,GM,103.83
2026-09-20,GMED,103.23
2026-09-20,GNL,10.14
2026-09-20,GNRC,292.62
2026-09-20,GNTX,27.72
2026-09-20,GNW,11.5
2026-09-20,GO,10.73
2026-09-20,GOLF,99.67
2026-09-20,GOOG,422.34
2026-09-20,GOOGL,428.16
2026-09-20,GPC,140.38
2026-09-20,GPI,371.08
2026-09-20,GPK,12.49
2026-09-20,GPN,103.41
2026-09-20,GPOR,219.38
2026-09-20,GRBK,62.0
2026-09-20,GRMN,290.29
2026-09-20,GS,1141.65
2026-09-20,GSHD,68.92
2026-09-20,GT,7.46
2026-09-20,GTES,33.33
2026-09-20,GTM,4.6
2026-09-20,GTY,36.43
2026-09-20,GVA,171.67
2026-09-20,GWRE,213.29
2026-09-20,GWW,1332.57
2026-09-20,GXO,68.71
2026-09-20,H,196.83
2026-09-20,HAE,111.5
2026-09-20,HAFC,34.25
2026-09-20,HAL,43.24
2026-09-20,HALO,99.56
2026-09-20,HAS,109.64
2026-09-20,HASI,49.8
2026-09-20,HAYW,17.93
2026-09-20,HBAN,20.04
2026-09-20,HCA,452.29
2026-09-20,HCC,108.5
2026-09-20,HCI,241.67
2026-09-20,HCSG,27.0
2026-09-20,HD,377.19
2026-09-20,HE,9.94
2026-09-20,HFWA,33.0
2026-09-20,HGV,55.45
2026-09-20,HIG,149.4
2026-09-20,HII,368.42
2026-09-20,HIMS,31.29
2026-09-20,HIW,32.33
2026-09-20,HL,22.98
2026-09-20,HLI,153.5
2026-09-20,HLIT,16.14
2026-09-20,HLNE,133.43
2026-09-20,HLT,353.0
2026-09-20,HLX,12.25
2026-09-20,HMN,56.5
2026-09-20,HNI,69.75
2026-09-20,HOG,28.18
2026-09-20,HOMB,33.25
2026-09-20,HON,263.27
2026-09-20,HONA,209.5
2026-09-20,HOOD,129.34
2026-09-20,HOPE,15.5
2026-09-20,HP,44.47
2026-09-20,HPE,67.43
2026-09-20,HPQ,29.66
2026-09-20,HQY,119.33
2026-09-20,HR,21.42
2026-09-20,HRB,51.67
2026-09-20,HRL,26.12
2026-09-20,HRMY,47.36
2026-09-20,HSIC,98.19
2026-09-20,HST,25.29
2026-09-20,HSTM,34.5
2026-09-20,HSY,205.52
2026-09-20,HTH,42.0
2026-09-20,HTLD,13.2
2026-09-20,HTO,67.14
2026-09-20,HUBB,565.73
2026-09-20,HUBG,40.08
2026-09-20,HUM,419.04
2026-09-20,HWC,83.8
2026-09-20,HWKN,174.25
2026-09-20,HWM,337.74
2026-09-20,HXL,110.64
2026-09-20,HZO,47.0
2026-09-20,IART,19.56
2026-09-20,IBKR,105.74
2026-09-20,IBM,245.35
2026-09-20,IBOC,87.0
2026-09-20,IBP,244.0
2026-09-20,ICE,187.29
2026-09-20,ICHR,95.86
2026-09-20,ICUI,193.38
2026-09-20,IDA,157.33
2026-09-20,IDCC,462.67
2026-09-20,IDXX,698.92
2026-09-20,IESC,440.0
2026-09-20,IEX,255.93
2026-09-20,IFF,95.66
2026-09-20,IIPR,64.5
2026-09-20,ILMN,202.65
2026-09-20,INCY,127.74
2026-09-20,INDB,93.43
2026-09-20,INDV,49.0
2026-09-20,INGR,121.5
2026-09-20,INSP,61.07
2026-09-20,INSW,107.17
2026-09-20,INTC,116.37
2026-09-20,INTU,405.6
2026-09-20,INVA,35.0
2026-09-20,INVH,33.52
2026-09-20,INVX,33.4
2026-09-20,IOSP,101.0
2026-09-20,IP,47.82
2026-09-20,IPAR,126.67
2026-09-20,IPGP,126.21
2026-09-20,IQV,277.94
2026-09-20,IR,96.25
2026-09-20,IRDM,42.0
2026-09-20,IRM,146.2
2026-09-20,IRT,19.27
2026-09-20,ISRG,476.34
2026-09-20,IT,185.15
2026-09-20,ITGR,121.8
2026-09-20,ITRI,129.6
2026-09-20,ITT,258.38
2026-09-20,ITW,302.5
2026-09-20,IVT,37.29
2026-09-20,IVZ,33.96
2026-09-20,J,162.53
2026-09-20,JAZZ,290.6
2026-09-20,JBGS,12.5
2026-09-20,JBHT,298.48
2026-09-20,JBL,429.56
2026-09-20,JBLU,5.17
2026-09-20,JBSS,100.0
2026-09-20,JBTM,169.19
2026-09-20,JCI,164.05
2026-09-20,JEF,59.5
2026-09-20,JJSF,110.5
2026-09-20,JKHY,190.24
2026-09-20,JLL,425.3
2026-09-20,JNJ,277.91
2026-09-20,JPM,375.38
2026-09-20,JXN,146.0
2026-09-20,KAI,361.67
2026-09-20,KALU,168.25
2026-09-20,KBH,58.42
2026-09-20,KBR,45.71
2026-09-20,KD,14.2
2026-09-20,KDP,36.21
2026-09-20,KEX,166.17
2026-09-20,KEY,26.02
2026-09-20,KEYS,415.08
2026-09-20,KFY,90.25
2026-09-20,KGS,83.13
2026-09-20,KHC,25.47
2026-09-20,KIM,26.92
2026-09-20,KKR,128.67
2026-09-20,KLAC,233.77
2026-09-20,KLIC,106.67
2026-09-20,KMB,116.33
2026-09-20,KMI,35.9
2026-09-20,KMPR,36.33
2026-09-20,KMT,33.0
2026-09-20,KMX,55.62
2026-09-20,KN,43.75
2026-09-20,KNF,91.44
2026-09-20,KNSL,354.78
2026-09-20,KNTK,57.31
2026-09-20,KNX,88.75
2026-09-20,KO,94.7
2026-09-20,KOP,57.0
2026-09-20,KR,67.91
2026-09-20,KRC,40.21
2026-09-20,KRG,30.89
2026-09-20,KRMN,89.7
2026-09-20,KRYS,385.0
2026-09-20,KSS,18.73
2026-09-20,KTB,97.5
2026-09-20,KTOS,102.76
2026-09-20,KVUE,19.5
2026-09-20,KWR,192.57
2026-09-20,LAD,450.8
2026-09-20,LAMR,162.2
2026-09-20,LAUR,41.21
2026-09-20,LAZ,47.38
2026-09-20,LBRT,29.42
2026-09-20,LCII,127.7
2026-09-20,LDOS,157.27
2026-09-20,LEA,149.54
2026-09-20,LECO,304.91
2026-09-20,LEG,10.0
2026-09-20,LEN,81.15
2026-09-20,LEU,247.4
2026-09-20,LFST,14.2
2026-09-20,LFUS,488.75
2026-09-20,LGIH,93.0
2026-09-20,LGND,342.82
2026-09-20,LH,344.25
2026-09-20,LHX,342.36
2026-09-20,LIF,60.7
2026-09-20,LII,492.69
2026-09-20,LIN,544.4
2026-09-20,LITE,1149.38
2026-09-20,LIVN,89.1
2026-09-20,LKFN,66.5
2026-09-20,LKQ,32.5
2026-09-20,LLY,1325.39
2026-09-20,LMAT,107.0
2026-09-20,LMT,640.22
2026-09-20,LNC,47.92
2026-09-20,LNN,123.0
2026-09-20,LNT,78.04
2026-09-20,LNTH,107.74
2026-09-20,LOPE,195.0
2026-09-20,LOW,252.3
2026-09-20,LPG,54.6
2026-09-20,LPX,92.07
2026-09-20,LQDA,107.75
2026-09-20,LQDT,51.0
2026-09-20,LRCX,373.13
2026-09-20,LRN,109.0
2026-09-20,LSCC,164.54
2026-09-20,LSTR,196.38
2026-09-20,LTC,45.0
2026-09-20,LTH,56.07
2026-09-20,LULU,105.65
2026-09-20,LUMN,7.64
2026-09-20,LUV,49.83
2026-09-20,LVS,59.07
2026-09-20,LW,55.25
2026-09-20,LXP,60.0
2026-09-20,LYB,68.35
2026-09-20,LYFT,19.44
2026-09-20,LYV,201.96
2026-09-20,LZ,7.6
2026-09-20,LZB,41.0
2026-09-20,M,23.36
2026-09-20,MA,666.71
2026-09-20,MAA,141.68
2026-09-20,MAC,27.07
2026-09-20,MAN,57.33
2026-09-20,MANH,217.7
2026-09-20,MAR,380.8
2026-09-20,MARA,18.41
2026-09-20,MAS,80.33
2026-09-20,MAT,18.23
2026-09-20,MATW,31.33
2026-09-20,MATX,261.67
2026-09-20,MBC,10.36
2026-09-20,MBGL,24.6
2026-09-20,MBIN,64.5
2026-09-20,MC,72.0
2026-09-20,MCD,311.55
2026-09-20,MCHP,108.64
2026-09-20,MCK,980.73
2026-09-20,MCO,561.9
2026-09-20,MCRI,127.0
2026-09-20,MCY,120.0
2026-09-20,MD,26.33
2026-09-20,MDLZ,69.13
2026-09-20,MDT,104.83
2026-09-20,MDU,23.62
2026-09-20,MEDP,581.83
2026-09-20,MELI,2264.88
2026-09-20,MET,105.06
2026-09-20,META,755.28
2026-09-20,MFP,46.67
2026-09-20,MGEE,77.0
2026-09-20,MGM,50.41
2026-09-20,MGY,33.06
2026-09-20,MHK,135.79
2026-09-20,MHO,170.67
2026-09-20,MIDD,155.89
2026-09-20,MIR,24.27
2026-09-20,MKC,60.15
2026-09-20,MKSI,410.86
2026-09-20,MKTX,158.0
2026-09-20,MLI,80.0
2026-09-20,MLKN,35.0
2026-09-20,MLM,658.12
2026-09-20,MMI,28.0
2026-09-20,MMM,185.75
2026-09-20,MMS,92.5
2026-09-20,MMSI,101.45
2026-09-20,MNST,50.24
2026-09-20,MO,70.0
2026-09-20,MOG-A,446.4
2026-09-20,MOH,209.12
2026-09-20,MORN,236.67
2026-09-20,MOS,26.77
2026-09-20,MP,74.29
2026-09-20,MPC,375.5
2026-09-20,MPT,5.12
2026-09-20,MPWR,1839.8
2026-09-20,MRCY,115.7
2026-09-20,MRK,152.96
2026-09-20,MRNA,119.56
2026-09-20,MRP,37.17
2026-09-20,MRSH,207.1
2026-09-20,MRTN,17.5
2026-09-20,MRVL,289.04
2026-09-20,MS,236.43
2026-09-20,MSA,209.14
2026-09-20,MSCI,692.06
2026-09-20,MSEX,61.0
2026-09-20,MSFT,572.92
2026-09-20,MSGS,480.67
2026-09-20,MSI,526.82
2026-09-20,MSM,131.0
2026-09-20,MSTR,228.53
2026-09-20,MTB,260.08
2026-09-20,MTCH,41.88
2026-09-20,MTD,1452.5
2026-09-20,MTDR,69.75
2026-09-20,MTG,31.0
2026-09-20,MTH,81.38
2026-09-20,MTN,147.54
2026-09-20,MTRN,303.75
2026-09-20,MTSI,395.33
2026-09-20,MTUS,22.5
2026-09-20,MTX,92.5
2026-09-20,MTZ,416.95
2026-09-20,MU,1513.11
2026-09-20,MUR,39.93
2026-09-20,MUSA,622.7
2026-09-20,MWA,29.5
2026-09-20,MXL,94.55
2026-09-20,MYRG,412.0
2026-09-20,MZTI,146.6
2026-09-20,NABL,4.68
2026-09-20,NATL,50.2
2026-09-20,NAVI,9.07
2026-09-20,NBHC,48.5
2026-09-20,NBIS,290.71
2026-09-20,NBIX,209.52
2026-09-20,NBTB,56.83
2026-09-20,NCLH,20.52
2026-09-20,NDAQ,109.67
2026-09-20,NDSN,349.71
2026-09-20,NE,48.45
2026-09-20,NEE,98.22
2026-09-20,NEM,135.79
2026-09-20,NEO,19.72
2026-09-20,NEOG,13.33
2026-09-20,NFG,92.0
2026-09-20,NFLX,93.37
2026-09-20,NGVT,89.0
2026-09-20,NHI,81.88
2026-09-20,NI,49.86
2026-09-20,NIC,191.8
2026-09-20,NJR,59.86
2026-09-20,NKE,48.21
2026-09-20,NLY,24.23
2026-09-20,NMIH,49.17
2026-09-20,NNN,47.8
2026-09-20,NOC,646.41
2026-09-20,NOG,30.11
2026-09-20,NOV,22.24
2026-09-20,NOVT,194.5
2026-09-20,NOW,144.28
2026-09-20,NPO,389.5
2026-09-20,NRG,188.56
2026-09-20,NSC,365.28
2026-09-20,NSIT,163.75
2026-09-20,NSP,51.75
2026-09-20,NSSC,50.67
2026-09-20,NTAP,197.0
2026-09-20,NTCT,43.38
2026-09-20,NTNX,76.41
2026-09-20,NTRS,184.27
2026-09-20,NTST,23.03
2026-09-20,NUE,283.62
2026-09-20,NVDA,327.7
2026-09-20,NVR,6782.0
2026-09-20,NVST,30.36
2026-09-20,NVT,206.67
2026-09-20,NWBI,16.57
2026-09-20,NWE,73.75
2026-09-20,NWL,6.66
2026-09-20,NWN,57.4
2026-09-20,NWSA,36.16
2026-09-20,NX,26.0
2026-09-20,NXPI,311.1
2026-09-20,NXRT,28.5
2026-09-20,NXST,246.75
2026-09-20,NXT,140.61
2026-09-20,NYT,79.0
2026-09-20,O,68.16
2026-09-20,OC,175.07
2026-09-20,ODFL,228.78
2026-09-20,OFG,56.5
2026-09-20,OGE,50.45
2026-09-20,OGN,11.25
2026-09-20,OGS,89.19
2026-09-20,OHI,51.89
2026-09-20,OI,9.59
2026-09-20,OII,46.0
2026-09-20,OKE,101.05
2026-09-20,OKTA,185.88
2026-09-20,OLED,115.37
2026-09-20,OLLI,99.93
2026-09-20,OLN,21.53
2026-09-20,OMC,102.0
2026-09-20,OMCL,57.86
2026-09-20,ON,103.84
2026-09-20,ONB,30.15
2026-09-20,ONTO,386.36
2026-09-20,OPCH,28.58
2026-09-20,OPLN,46.22
2026-09-20,ORA,133.5
2026-09-20,ORCL,237.97
2026-09-20,ORI,43.5
2026-09-20,ORLY,107.8
2026-09-20,OSIS,278.29
2026-09-20,OSK,169.07
2026-09-20,OSW,31.2
2026-09-20,OTIS,88.25
2026-09-20,OTTR,90.5
2026-09-20,OUT,38.0
2026-09-20,OVV,76.21
2026-09-20,OXY,68.0
2026-09-20,OZK,54.67
2026-09-20,P,130.53
2026-09-20,PAG,212.14
2026-09-20,PAHC,44.0
2026-09-20,PANW,395.38
2026-09-20,PARR,86.57
2026-09-20,PATH,16.85
2026-09-20,PATK,108.0
2026-09-20,PAYC,218.25
2026-09-20,PAYO,7.4
2026-09-20,PAYX,121.0
2026-09-20,PB,81.38
2026-09-20,PBF,72.54
2026-09-20,PBH,67.8
2026-09-20,PBI,19.56
2026-09-20,PCAR,144.8
2026-09-20,PCG,19.53
2026-09-20,PCRX,29.75
2026-09-20,PCTY,172.0
2026-09-20,PDD,114.88
2026-09-20,PDFS,61.71
2026-09-20,PEB,19.12
2026-09-20,PECO,45.54
2026-09-20,PEG,85.31
2026-09-20,PEGA,42.5
2026-09-20,PEN,361.83
2026-09-20,PENG,74.29
2026-09-20,PENN,24.39
2026-09-20,PEP,155.0
2026-09-20,PFBC,111.5
2026-09-20,PFE,28.88
2026-09-20,PFG,111.83
2026-09-20,PFGC,123.23
2026-09-20,PFS,27.92
2026-09-20,PG,160.61
2026-09-20,PGNY,34.42
2026-09-20,PGR,231.38
2026-09-20,PH,1163.13
2026-09-20,PHIN,94.0
2026-09-20,PHM,141.33
2026-09-20,PI,180.89
2026-09-20,PII,71.93
2026-09-20,PINS,29.05
2026-09-20,PIPR,87.12
2026-09-20,PJT,187.8
2026-09-20,PK,15.88
2026-09-20,PKG,258.5
2026-09-20,PLAB,41.33
2026-09-20,PLD,158.23
2026-09-20,PLMR,163.17
2026-09-20,PLNT,67.54
2026-09-20,PLTR,196.84
2026-09-20,PLUS,111.0
2026-09-20,PLXS,305.75
2026-09-20,PM,207.4
2026-09-20,PMT,11.29
2026-09-20,PNC,277.73
2026-09-20,PNFP,120.32
2026-09-20,PNR,77.36
2026-09-20,PNW,105.46
2026-09-20,PODD,171.91
2026-09-20,POOL,217.0
2026-09-20,POR,53.41
2026-09-20,POST,105.17
2026-09-20,POWI,77.5
2026-09-20,POWL,280.0
2026-09-20,PPC,33.29
2026-09-20,PPG,126.29
2026-09-20,PPL,40.33
2026-09-20,PPLI,57.5
2026-09-20,PR,27.0
2026-09-20,PRDO,44.0
2026-09-20,PRG,53.43
2026-09-20,PRGO,16.5
2026-09-20,PRGS,55.8
2026-09-20,PRI,324.5
2026-09-20,PRIM,117.8
2026-09-20,PRK,211.33
2026-09-20,PRKS,47.3
2026-09-20,PRLB,95.5
2026-09-20,PRSU,61.83
2026-09-20,PRU,113.4
2026-09-20,PRVA,31.67
2026-09-20,PSA,337.11
2026-09-20,PSKY,9.86
2026-09-20,PSMT,166.0
2026-09-20,PSN,59.36
2026-09-20,PSX,251.95
2026-09-20,PTC,173.35
2026-09-20,PTCT,101.29
2026-09-20,PTEN,14.07
2026-09-20,PTGX,174.69
2026-09-20,PTON,7.9
2026-09-20,PVH,90.83
2026-09-20,PWR,768.7
2026-09-20,PYPL,57.07
2026-09-20,PZZA,28.67
2026-09-20,Q,176.75
2026-09-20,QCOM,194.13
2026-09-20,QDEL,14.67
2026-09-20,QLYS,174.52
2026-09-20,QNST,22.8
2026-09-20,QRVO,90.17
2026-09-20,QTWO,76.5
2026-09-20,R,299.56
2026-09-20,RAL,77.6
2026-09-20,RAMP,38.7
2026-09-20,RBA,128.64
2026-09-20,RBC,630.67
2026-09-20,RCL,346.92
2026-09-20,RCUS,38.75
2026-09-20,RDDT,213.71
2026-09-20,RDN,43.8
2026-09-20,RDNT,94.62
2026-09-20,REG,87.0
2026-09-20,REGN,849.32
2026-09-20,RELY,32.33
2026-09-20,RES,6.4
2026-09-20,REXR,40.31
2026-09-20,REYN,27.14
2026-09-20,REZI,34.25
2026-09-20,RF,32.99
2026-09-20,RGA,272.33
2026-09-20,RGEN,189.48
2026-09-20,RGLD,306.5
2026-09-20,RH,166.41
2026-09-20,RHI,35.0
2026-09-20,RHP,139.43
2026-09-20,RITM,13.15
2026-09-20,RJF,186.0
2026-09-20,RKLB,109.37
2026-09-20,RL,446.71
2026-09-20,RLI,60.5
2026-09-20,RMBS,147.86
2026-09-20,RMD,247.56
2026-09-20,RNG,57.64
2026-09-20,RNR,346.4
2026-09-20,RNST,47.86
2026-09-20,ROAD,142.57
2026-09-20,ROCK,75.25
2026-09-20,ROG,173.33
2026-09-20,ROIV,47.79
2026-09-20,ROK,478.96
2026-09-20,ROKU,162.33
2026-09-20,ROL,45.59
2026-09-20,ROP,445.2
2026-09-20,ROST,269.94
2026-09-20,RPM,130.0
